Source Class, Target Class, Score
Coronavirus infection,fungicidal disposition,0.6593023255813953
Coronavirus infection,collective pathogenic disposition,0.6537037037037037
Coronavirus infection,primary infection role,0.7523255813953489
Coronavirus infection,systematic infection,0.7426829268292683
Coronavirus infection,immunosuppressive disposition,0.65
Coronavirus infection,incubation end process boundary,0.6038461538461539
Coronavirus infection,communicability start temporal region,0.6396551724137931
Coronavirus infection,infectious disease course,0.6456521739130434
Coronavirus infection,disease transmission model,0.598936170212766
Coronavirus infection,secondary infection role,0.7833333333333333
Coronavirus infection,collective resistance disposition,0.6722222222222223
Coronavirus infection,adhesion disposition,0.6695121951219513
Coronavirus infection,bactericidal disposition,0.6722222222222223
Coronavirus infection,static agent disposition,0.65
Coronavirus infection,source of infection role,0.7388888888888888
Coronavirus infection,communicability,0.6444444444444444
Coronavirus infection,community-acquired infection,0.7765306122448979
Coronavirus infection,toxin disposition,0.6868421052631578
Coronavirus infection,secondary infection,0.825
Coronavirus infection,source of infection site,0.7388888888888888
Coronavirus infection,primary infectious disposition,0.7049019607843137
Coronavirus infection,infection,0.75
Coronavirus infection,infection incidence rate profile,0.6386792452830189
Coronavirus infection,bacteriostatic disposition,0.6840425531914894
Coronavirus infection,latency end temporal region,0.6375
Coronavirus infection,communicability end process boundary,0.6254385964912281
Coronavirus infection,infectious disease lifetime prevalence,0.6364406779661017
Coronavirus infection,infectious disease mortality rate,0.6166666666666667
Coronavirus infection,infectious disorder,0.65
Coronavirus infection,disposition,0.66875
Coronavirus infection,infectious disease control strategy,0.6285714285714286
Coronavirus infection,infection incidence,0.675
Coronavirus infection,infectious disease epidemic,0.6166666666666667
Coronavirus infection,appearance of disorder,0.5895348837209302
Coronavirus infection,invasive disposition,0.6939024390243902
Coronavirus infection,infection incidence profile,0.6375
Coronavirus infection,source of infection,0.775
Coronavirus infection,long-term non-progressing infectious disease course,0.6583333333333334
Coronavirus infection,parasitostatic disposition,0.6627659574468084
Coronavirus infection,infectious disease sporadicity,0.6264705882352941
Coronavirus infection,infectious disease pandemic,0.6375
Coronavirus infection,communicability start process boundary,0.6194915254237288
Coronavirus infection,acute infectious disease course,0.6615384615384616
Coronavirus infection,infection incidence proportion,0.6852941176470588
Coronavirus infection,infection start temporal region,0.6423076923076922
Coronavirus infection,local infection,0.7833333333333333
Coronavirus infection,pathogenic disposition,0.6593023255813953
Coronavirus infection,action specification,0.7182926829268292
Coronavirus infection,primary infection,0.7921052631578948
Coronavirus infection,infectious disease endemicity,0.65
Coronavirus infection,disease,0.5571428571428572
Coronavirus infection,establishment of a clinically abnormal colony,0.5863636363636363
Coronavirus infection,transmissibility disposition,0.6540816326530612
Coronavirus infection,extracellular infection,0.7454545454545455
Coronavirus infection,infection start process boundary,0.619811320754717
Coronavirus infection,virulence factor disposition,0.6744897959183673
Coronavirus infection,communicability interval,0.65
Coronavirus infection,incubation end temporal region,0.6264705882352941
Coronavirus infection,hospital-acquired infection,0.7416666666666667
Coronavirus infection,disorder,0.553448275862069
Coronavirus infection,contagiousness,0.7071428571428571
Coronavirus infection,exotoxin disposition,0.6939024390243902
Coronavirus infection,infectious disease,0.6551282051282051
Coronavirus infection,opportunistic infectious disposition,0.7131578947368421
Coronavirus infection,fungistatic disposition,0.6545454545454545
Coronavirus infection,chronic infection,0.8447368421052631
Coronavirus infection,metastatic infection,0.7426829268292683
Coronavirus infection,latency end process boundary,0.5928571428571429
Coronavirus infection,process of establishing an infection,0.7131578947368421
Coronavirus infection,cytotoxin disposition,0.7119047619047619
Coronavirus infection,T cell receptor complex,0.609090909090909
Coronavirus infection,intracellular infection,0.7454545454545455
Coronavirus infection,cidal agent disposition,0.6545454545454545
Coronavirus infection,subclinical infection,0.7595238095238095
Coronavirus infection,zoonotic disposition,0.6939024390243902
Coronavirus infection,B cell receptor complex,0.609090909090909
Coronavirus infection,site of infection,0.7394736842105263
Coronavirus infection,endotoxin disposition,0.6880952380952381
Coronavirus infection,disease course,0.5928571428571429
Coronavirus infection,infectious disease prevalence,0.63
Coronavirus infection,chronic infectious disease course,0.7092592592592593
Coronavirus infection,invasion disposition,0.6695121951219513
Coronavirus infection,infection prevalence,0.6695121951219513
Coronavirus infection,infection incidence rate,0.65
Coronavirus infection,infection end temporal region,0.63
Coronavirus infection,enterotoxin disposition,0.6772727272727272
Coronavirus infection,parasiticidal disposition,0.6456521739130434
Coronavirus infection,simple infection,0.7472972972972972
Coronavirus infection,complex infection,0.7657894736842106
Coronavirus infection,infectious disease incidence proportion,0.6666666666666667
Coronavirus infection,infectious disease incidence rate,0.6351851851851852
Coronavirus infection,communicability end temporal region,0.6464285714285714
Coronavirus infection,neurotoxin disposition,0.6825581395348838
Coronavirus infection,infectious disease incidence,0.6540816326530612
Coronavirus infection,disease surveillance objective specification,0.6192307692307693
Coronavirus infection,infectious disease control objective specification,0.6330985915492958
Coronavirus infection,nursing-home acquired infection,0.7384615384615384
Coronavirus infection,reverse zoonotic disposition,0.6744897959183673
Coronavirus infection,acute infection,0.7833333333333333
Coronavirus infection,collective disposition,0.6825581395348838
Gender type,case isolation control strategy,0.5928571428571429
Gender type,incubation end process boundary,0.5928571428571429
Gender type,macromolecular complex,0.6015151515151516
Gender type,infection incidence rate profile,0.636046511627907
Gender type,latency end temporal region,0.6342105263157894
Gender type,communicability end process boundary,0.5776595744680851
Gender type,infectious disease mortality rate,0.609090909090909
Gender type,division of geopolitical entity,0.569047619047619
Gender type,action specification,0.5790322580645162
Gender type,immunoglobulin complex,0.6015151515151516
Gender type,establishment of a clinically abnormal colony,0.5392857142857143
Gender type,incubation end temporal region,0.6207317073170732
Gender type,latency end process boundary,0.6038461538461539
Gender type,T cell receptor complex,0.6264705882352941
Gender type,B cell receptor complex,0.6264705882352941
Gender type,infection incidence rate,0.65
Gender type,infection end temporal region,0.625
Gender type,complex infection,0.5928571428571429
Gender type,infectious disease incidence rate,0.609090909090909
Gender type,communicability end temporal region,0.6021739130434782
InfectedViaJob,establishment of a clinically abnormal colony,0.5686440677966101
InfectedViaJob,infected population,0.7530303030303032
InfectedViaJob,T cell receptor complex,0.5581081081081081
InfectedViaJob,B cell receptor complex,0.5581081081081081
Mild and very mild COVID-19,incubation end process boundary,0.6224137931034482
Mild and very mild COVID-19,site,0.5145161290322581
Mild and very mild COVID-19,source of infection site,0.5676470588235294
Mild and very mild COVID-19,infection incidence rate profile,0.6025423728813559
Mild and very mild COVID-19,latency end temporal region,0.6351851851851852
Mild and very mild COVID-19,communicability end process boundary,0.6246031746031746
Mild and very mild COVID-19,infectious disease mortality rate,0.5833333333333334
Mild and very mild COVID-19,colonization of human,0.575
Mild and very mild COVID-19,establishment of a clinically abnormal colony,0.6166666666666667
Mild and very mild COVID-19,incubation end temporal region,0.6254385964912281
Mild and very mild COVID-19,pathogen portal of entry site,0.5928571428571429
Mild and very mild COVID-19,latency end process boundary,0.6318181818181818
Mild and very mild COVID-19,T cell receptor complex,0.59
Mild and very mild COVID-19,ribonucleic acid,0.636046511627907
Mild and very mild COVID-19,pathogen portal of exit site,0.5954545454545455
Mild and very mild COVID-19,B cell receptor complex,0.59
Mild and very mild COVID-19,site of infection,0.5863636363636363
Mild and very mild COVID-19,infection incidence rate,0.6068627450980393
Mild and very mild COVID-19,infection end temporal region,0.6285714285714286
Mild and very mild COVID-19,active immunization against infectious agent,0.5767605633802817
Mild and very mild COVID-19,infectious human pathogen,0.5846153846153846
Mild and very mild COVID-19,nucleic acid,0.6294871794871795
Mild and very mild COVID-19,infectious disease incidence rate,0.6
Mild and very mild COVID-19,communicability end temporal region,0.6435483870967742
Mild and very mild COVID-19,deoxyribonucleic acid,0.6375
InfectedNeighbor,infected population,0.7357142857142857
InfectedNeighbor,T cell receptor complex,0.5782051282051281
InfectedNeighbor,B cell receptor complex,0.5782051282051281
Covid Care Centre (CCC),case isolation control strategy,0.6351851851851852
Covid Care Centre (CCC),quarantine control strategy,0.63
Covid Care Centre (CCC),incubation end process boundary,0.6166666666666667
Covid Care Centre (CCC),latency end temporal region,0.61
Covid Care Centre (CCC),communicability end process boundary,0.6364406779661017
Covid Care Centre (CCC),infectious disease control strategy,0.6396551724137931
Covid Care Centre (CCC),herd immunity to infectious organism,0.5516949152542373
Covid Care Centre (CCC),pathogen portal of exit role,0.6068627450980393
Covid Care Centre (CCC),vector control strategy,0.6456521739130434
Covid Care Centre (CCC),action specification,0.5895348837209302
Covid Care Centre (CCC),place closure control strategy,0.6575471698113208
Covid Care Centre (CCC),establishment of a clinically abnormal colony,0.5823529411764706
Covid Care Centre (CCC),incubation end temporal region,0.619811320754717
Covid Care Centre (CCC),latency end process boundary,0.6068627450980393
Covid Care Centre (CCC),pathogen portal of exit,0.5804347826086956
Covid Care Centre (CCC),T cell receptor complex,0.6673913043478261
Covid Care Centre (CCC),pathogen portal of exit site,0.5872549019607843
Covid Care Centre (CCC),B cell receptor complex,0.6673913043478261
Covid Care Centre (CCC),infection end temporal region,0.6038461538461539
Covid Care Centre (CCC),communicability end temporal region,0.6396551724137931
Covid Care Centre (CCC),infectious disease control objective specification,0.6417808219178082
Doctor,incubation end process boundary,0.5851351351351352
Doctor,infection incidence rate profile,0.5552631578947369
Doctor,latency end temporal region,0.5712121212121213
Doctor,communicability end process boundary,0.569047619047619
Doctor,infectious disease mortality rate,0.5525641025641026
Doctor,plan specification,0.575
Doctor,establishment of a clinically abnormal colony,0.5284313725490196
Doctor,incubation end temporal region,0.5611111111111111
Doctor,latency end process boundary,0.5970588235294118
Doctor,T cell receptor complex,0.5879310344827586
Doctor,B cell receptor complex,0.5879310344827586
Doctor,infection incidence rate,0.5833333333333334
Doctor,infection end temporal region,0.5642857142857143
Doctor,infectious disease incidence rate,0.5525641025641026
Doctor,communicability end temporal region,0.5719512195121951
Vital signs,pathogen death temporal region,0.5963414634146341
Vital signs,primary infection role,0.6015151515151516
Vital signs,incubation end process boundary,0.569047619047619
Vital signs,site,0.5833333333333334
Vital signs,source of infection site,0.5928571428571429
Vital signs,primary infectious disposition,0.5963414634146341
Vital signs,infection incidence rate profile,0.5662790697674418
Vital signs,latency end temporal region,0.6078947368421053
Vital signs,communicability end process boundary,0.5776595744680851
Vital signs,infectious disease mortality rate,0.5636363636363636
Vital signs,generative stage,0.5981481481481481
Vital signs,infectious agent generative stage,0.609090909090909
Vital signs,infectious structure generative stage,0.5958333333333333
Vital signs,primary infection,0.6285714285714286
Vital signs,blood,0.5125
Vital signs,establishment of a clinically abnormal colony,0.5571428571428572
Vital signs,symptom,0.5055555555555555
Vital signs,incubation end temporal region,0.6207317073170732
Vital signs,primary pathogen,0.6351851851851852
Vital signs,pathogen portal of entry site,0.6
Vital signs,process that results in death,0.6
Vital signs,latency end process boundary,0.5525641025641026
Vital signs,T cell receptor complex,0.5382352941176471
Vital signs,pathogen portal of exit site,0.6038461538461539
Vital signs,B cell receptor complex,0.5088235294117647
Vital signs,site of infection,0.6285714285714286
Vital signs,infection incidence rate,0.5928571428571429
Vital signs,pathogen generative stage,0.5888888888888889
Vital signs,infection end temporal region,0.625
Vital signs,active immunization against infectious agent,0.5954545454545455
Vital signs,pathogen death process boundary,0.569047619047619
Vital signs,infectious disease incidence rate,0.5863636363636363
Vital signs,communicability end temporal region,0.6021739130434782
Vital signs,primary immunodeficiency,0.5928571428571429
City,infectious disease course,0.5189655172413793
City,acute infectious disease course,0.5357142857142857
City,local infection,0.6078947368421053
City,division of geopolitical entity,0.5642857142857143
City,place closure control strategy,0.5382352941176471
City,establishment of a clinically abnormal colony,0.5112244897959184
City,T cell receptor complex,0.524074074074074
City,B cell receptor complex,0.524074074074074
City,disease course,0.5055555555555555
City,chronic infectious disease course,0.5310810810810811
City,complex infection,0.5928571428571429
Business,organism substance,0.6038461538461539
Business,entry into host through host barriers,0.5611111111111111
Business,incubation end process boundary,0.6038461538461539
Business,surveillance process,0.6642857142857143
Business,function,0.6375
Business,invasion factor,0.5804347826086956
Business,specifically dependent continuant,0.5475609756097561
Business,incubation start process boundary,0.5963414634146341
Business,source of infection role,0.575
Business,planned process,0.6239130434782608
Business,droplet pathogen transmission process,0.5833333333333334
Business,source of infection site,0.60625
Business,negative regulation of immune response,0.5804347826086956
Business,latency end temporal region,0.5071428571428571
Business,process boundary,0.575
Business,communicability end process boundary,0.5863636363636363
Business,negative regulation of developmental process,0.5653846153846154
Business,negative regulation of establishment of localization,0.55
Business,humoral immune response,0.6435483870967742
Business,production,0.6166666666666667
Business,horizontal pathogen transmission process,0.575
Business,source of infection,0.5981481481481481
Business,virulence factor,0.575
Business,indirect pathogen transmission process,0.5804347826086956
Business,symbiotic process,0.65
Business,communicability start process boundary,0.558695652173913
Business,developmental process,0.5879310344827586
Business,plan specification,0.5653846153846154
Business,adhesion factor,0.5804347826086956
Business,action specification,0.5571428571428572
Business,establishment of a clinically abnormal colony,0.5254716981132076
Business,infection start process boundary,0.575
Business,virulence factor disposition,0.5888888888888889
Business,incubation end temporal region,0.5552631578947369
Business,pathogen birth process boundary,0.5782051282051281
Business,innate immune response,0.6166666666666667
Business,contact pathogen transmission process,0.5833333333333334
Business,biological process,0.6423076923076922
Business,process,0.65
Business,pathogen portal of entry role,0.504054054054054
Business,negative regulation of production,0.523170731707317
Business,pathogen portal of entry site,0.5310810810810811
Business,process that results in death,0.5851351351351352
Business,latency end process boundary,0.5611111111111111
Business,process of establishing an infection,0.5636363636363636
Business,adaptive immune response,0.60625
Business,entry into host,0.5804347826086956
Business,establishment of localization,0.5581081081081081
Business,negative regulation of biological process,0.5724489795918367
Business,immune response,0.6673913043478261
Business,generically dependent continuant,0.525
Business,B cell receptor complex,0.5145161290322581
Business,establishment of localization in host,0.5611111111111111
Business,pathogen portal of entry,0.5125
Business,process profile,0.5804347826086956
Business,infection end temporal region,0.5310810810810811
Business,negative regulation of viral process,0.5863636363636363
Business,latency start process boundary,0.5552631578947369
Business,pathogen death process boundary,0.5525641025641026
Business,communicability end temporal region,0.5430232558139535
Business,pathogen transmission process,0.6121621621621621
Business,negative regulation of life-sustaining process,0.5796296296296296
Dedicated Covid Hospital (DCH),hospital facility,0.6627659574468084
Dedicated Covid Hospital (DCH),incubation end process boundary,0.630327868852459
Dedicated Covid Hospital (DCH),infection incidence rate profile,0.6274193548387097
Dedicated Covid Hospital (DCH),latency end temporal region,0.6254385964912281
Dedicated Covid Hospital (DCH),communicability end process boundary,0.6166666666666667
Dedicated Covid Hospital (DCH),infectious disease mortality rate,0.6246031746031746
Dedicated Covid Hospital (DCH),negative regulation of establishment of localization,0.6207317073170732
Dedicated Covid Hospital (DCH),place closure control strategy,0.6166666666666667
Dedicated Covid Hospital (DCH),establishment of a clinically abnormal colony,0.61
Dedicated Covid Hospital (DCH),incubation end temporal region,0.6333333333333333
Dedicated Covid Hospital (DCH),latency end process boundary,0.6224137931034482
Dedicated Covid Hospital (DCH),T cell receptor complex,0.619811320754717
Dedicated Covid Hospital (DCH),establishment of localization,0.6025423728813559
Dedicated Covid Hospital (DCH),B cell receptor complex,0.619811320754717
Dedicated Covid Hospital (DCH),establishment of localization in host,0.6291044776119403
Dedicated Covid Hospital (DCH),infection incidence rate,0.6166666666666667
Dedicated Covid Hospital (DCH),infection end temporal region,0.6194915254237288
Dedicated Covid Hospital (DCH),active immunization against infectious agent,0.5851351351351352
Dedicated Covid Hospital (DCH),infectious disease incidence rate,0.6246031746031746
Dedicated Covid Hospital (DCH),communicability end temporal region,0.6192307692307693
Country,pathogen death temporal region,0.5581081081081081
Country,infection incidence proportion profile,0.5611111111111111
Country,zero-dimensional temporal region,0.5525641025641026
Country,incubation end process boundary,0.6078947368421053
Country,communicability start temporal region,0.5863636363636363
Country,one-dimensional spatial region,0.5581081081081081
Country,zero-dimensional spatial region,0.5552631578947369
Country,spatiotemporal region,0.5571428571428572
Country,infection incidence rate profile,0.5782051282051281
Country,latency end temporal region,0.5676470588235294
Country,communicability end process boundary,0.6127906976744186
Country,infectious disease mortality rate,0.575
Country,temporal region,0.5409090909090909
Country,two-dimensional spatial region,0.5581081081081081
Country,cell space,0.5088235294117647
Country,infection incidence proportion,0.5581081081081081
Country,spatial region,0.5452380952380953
Country,infection start temporal region,0.581578947368421
Country,one-dimensional temporal region,0.5552631578947369
Country,country,0.95
Country,establishment of a clinically abnormal colony,0.5269230769230769
Country,incubation end temporal region,0.5851351351351352
Country,geographical region,0.5653846153846154
Country,latency end process boundary,0.6214285714285714
Country,T cell receptor complex,0.55
Country,anatomical space,0.5369565217391304
Country,B cell receptor complex,0.55
Country,infection incidence rate,0.5790322580645162
Country,infection end temporal region,0.5888888888888889
Country,simple infection,0.5804347826086956
Country,infectious disease incidence proportion,0.558695652173913
Country,three-dimensional spatial region,0.5525641025641026
Country,infectious disease incidence rate,0.575
Country,communicability end temporal region,0.5928571428571429
Country,pathogen birth temporal region,0.5581081081081081
Country,geospatial region,0.575
Professional nurse,incubation end process boundary,0.6540816326530612
Professional nurse,latency end temporal region,0.6055555555555556
Professional nurse,communicability end process boundary,0.6351851851851852
Professional nurse,negative regulation of establishment of localization,0.5928571428571429
Professional nurse,establishment of a clinically abnormal colony,0.6087301587301588
Professional nurse,incubation end temporal region,0.6166666666666667
Professional nurse,latency end process boundary,0.6673913043478261
Professional nurse,T cell receptor complex,0.5719512195121951
Professional nurse,establishment of localization,0.598936170212766
Professional nurse,B cell receptor complex,0.5719512195121951
Professional nurse,establishment of localization in host,0.6136363636363636
Professional nurse,infection end temporal region,0.6627659574468084
Professional nurse,communicability end temporal region,0.6009433962264151
Nurse,incubation end process boundary,0.5611111111111111
Nurse,latency end temporal region,0.54375
Nurse,communicability end process boundary,0.523170731707317
Nurse,incubation end temporal region,0.5642857142857143
Nurse,latency end process boundary,0.5409090909090909
Nurse,T cell receptor complex,0.5214285714285714
Nurse,B cell receptor complex,0.5214285714285714
Nurse,infection end temporal region,0.5382352941176471
Nurse,communicability end temporal region,0.525
District wise statistics,pathogen death temporal region,0.5796296296296296
District wise statistics,diseased population,0.6593023255813953
District wise statistics,zero-dimensional temporal region,0.5928571428571429
District wise statistics,incubation end process boundary,0.5954545454545455
District wise statistics,communicability start temporal region,0.6139344262295081
District wise statistics,infectious disease course,0.6744897959183673
District wise statistics,one-dimensional spatial region,0.6351851851851852
District wise statistics,susceptible population,0.6456521739130434
District wise statistics,zero-dimensional spatial region,0.6318181818181818
District wise statistics,infectious agent colony,0.6414893617021277
District wise statistics,normal resident microbiota population,0.5975409836065574
District wise statistics,source of infection role,0.6166666666666667
District wise statistics,spatiotemporal region,0.6055555555555556
District wise statistics,source of infection site,0.6583333333333334
District wise statistics,latency end temporal region,0.6068627450980393
District wise statistics,communicability end process boundary,0.5833333333333334
District wise statistics,temporal region,0.5782051282051281
District wise statistics,two-dimensional spatial region,0.6351851851851852
District wise statistics,source of infection,0.636046511627907
District wise statistics,long-term non-progressing infectious disease course,0.6233333333333334
District wise statistics,designative information content entity,0.6435483870967742
District wise statistics,material entity,0.6551282051282051
District wise statistics,acute infectious disease course,0.6681818181818181
District wise statistics,spatial region,0.6078947368421053
District wise statistics,infection start temporal region,0.65
District wise statistics,one-dimensional temporal region,0.5954545454545455
District wise statistics,local infection,0.6038461538461539
District wise statistics,plan specification,0.5928571428571429
District wise statistics,infectious agent population,0.6460784313725491
District wise statistics,establishment of a clinically abnormal colony,0.5949275362318841
District wise statistics,incubation end temporal region,0.6166666666666667
District wise statistics,geographical region,0.5895348837209302
District wise statistics,directive information content entity,0.6666666666666667
District wise statistics,process that results in death,0.6386792452830189
District wise statistics,infected population,0.636046511627907
District wise statistics,latency end process boundary,0.5846153846153846
District wise statistics,T cell receptor complex,0.5776595744680851
District wise statistics,organism population,0.6127906976744186
District wise statistics,B cell receptor complex,0.5563829787234043
District wise statistics,material processing,0.636046511627907
District wise statistics,processed material,0.6404761904761905
District wise statistics,disease course,0.6605263157894737
District wise statistics,descriptive information content entity,0.6596774193548387
District wise statistics,chronic infectious disease course,0.6605263157894737
District wise statistics,infection end temporal region,0.619811320754717
District wise statistics,immune population,0.5963414634146341
District wise statistics,information content entity,0.65
District wise statistics,active immunization against infectious agent,0.6411764705882353
District wise statistics,three-dimensional spatial region,0.6285714285714286
District wise statistics,communicability end temporal region,0.6025423728813559
District wise statistics,pathogen birth temporal region,0.5796296296296296
District wise statistics,geospatial region,0.5963414634146341
District wise statistics,acute infection,0.6294871794871795
Status,generative stage,0.5863636363636363
Status,infectious agent generative stage,0.5782051282051281
Status,infectious structure generative stage,0.5662790697674418
Status,action specification,0.5653846153846154
Status,place closure control strategy,0.5611111111111111
Status,establishment of a clinically abnormal colony,0.5284313725490196
Status,T cell receptor complex,0.5189655172413793
Status,pathogen generative stage,0.5790322580645162
Status,quality,0.6038461538461539
Province,pathogen death temporal region,0.5552631578947369
Province,biological vector role,0.5833333333333334
Province,symbiont role,0.5928571428571429
Province,pathogen vector role,0.6285714285714286
Province,case isolation control strategy,0.5782051282051281
Province,primary infection role,0.65
Province,asymptomatic carrier role,0.6015151515151516
Province,zero-dimensional temporal region,0.575
Province,incubation end process boundary,0.5782051282051281
Province,communicability start temporal region,0.5388888888888889
Province,one-dimensional spatial region,0.5552631578947369
Province,function,0.575
Province,fomite role,0.6078947368421053
Province,secondary infection role,0.60625
Province,pathogen host role,0.6038461538461539
Province,zero-dimensional spatial region,0.5782051282051281
Province,definitive host role,0.5571428571428572
Province,infectious agent colony,0.5790322580645162
Province,parasite role,0.6404761904761905
Province,source of infection role,0.6375
Province,symbiont host role,0.5653846153846154
Province,spatiotemporal region,0.5879310344827586
Province,source of infection site,0.6375
Province,infection incidence rate profile,0.575
Province,latency end temporal region,0.5642857142857143
Province,communicability end process boundary,0.5636363636363636
Province,infectious disease mortality rate,0.5475609756097561
Province,temporal region,0.6239130434782608
Province,two-dimensional spatial region,0.5552631578947369
Province,source of infection,0.6351851851851852
Province,reservoir of pathogen role,0.5970588235294118
Province,mutualist role,0.5863636363636363
Province,pathogen portal of exit role,0.5888888888888889
Province,dead-end host role,0.5653846153846154
Province,pathogen vehicle role,0.656896551724138
Province,spatial region,0.6318181818181818
Province,infection start temporal region,0.5525641025641026
Province,commensal role,0.5863636363636363
Province,one-dimensional temporal region,0.5525641025641026
Province,symptomatic carrier role,0.60625
Province,division of geopolitical entity,0.5782051282051281
Province,action specification,0.5571428571428572
Province,intermediate host role,0.55
Province,establishment of a clinically abnormal colony,0.5254716981132076
Province,incubation end temporal region,0.5552631578947369
Province,geographical region,0.5981481481481481
Province,host role,0.6264705882352941
Province,reagent role,0.6
Province,pathogen portal of entry role,0.5851351351351352
Province,latency end process boundary,0.5888888888888889
Province,mechanical vector role,0.55
Province,T cell receptor complex,0.5790322580645162
Province,biological vehicle role,0.6112903225806451
Province,infectious structure host role,0.5552631578947369
Province,B cell receptor complex,0.5790322580645162
Province,colony,0.5928571428571429
Province,biological role,0.6239130434782608
Province,infection incidence rate,0.60625
Province,infection end temporal region,0.5581081081081081
Province,role,0.7
Province,infectious agent host role,0.5676470588235294
Province,three-dimensional spatial region,0.55
Province,infectious disease incidence rate,0.5719512195121951
Province,communicability end temporal region,0.5430232558139535
Province,pathogen birth temporal region,0.581578947368421
Province,quality,0.5166666666666666
Province,geospatial region,0.61
Province,pathogen transporter role,0.5712121212121213
Symptom,infectious disposition,0.5879310344827586
Symptom,fungicidal disposition,0.5879310344827586
Symptom,collective pathogenic disposition,0.55
Symptom,immunosuppressive disposition,0.5611111111111111
Symptom,incubation end process boundary,0.5026315789473684
Symptom,disease transmission model,0.5712121212121213
Symptom,macromolecular complex,0.553448275862069
Symptom,collective resistance disposition,0.55
Symptom,adhesion disposition,0.5981481481481481
Symptom,bactericidal disposition,0.5790322580645162
Symptom,static agent disposition,0.5790322580645162
Symptom,toxin disposition,0.6166666666666667
Symptom,primary infectious disposition,0.5581081081081081
Symptom,bacteriostatic disposition,0.5712121212121213
Symptom,latency end temporal region,0.5676470588235294
Symptom,communicability end process boundary,0.5197674418604651
Symptom,disposition,0.6722222222222223
Symptom,invasive disposition,0.5981481481481481
Symptom,designative information content entity,0.5388888888888889
Symptom,parasitostatic disposition,0.5712121212121213
Symptom,pathogenic disposition,0.5879310344827586
Symptom,immunoglobulin complex,0.553448275862069
Symptom,establishment of a clinically abnormal colony,0.5461538461538461
Symptom,transmissibility disposition,0.5928571428571429
Symptom,virulence factor disposition,0.5642857142857143
Symptom,symptom,0.95
Symptom,incubation end temporal region,0.5310810810810811
Symptom,exotoxin disposition,0.5981481481481481
Symptom,opportunistic infectious disposition,0.5430232558139535
Symptom,directive information content entity,0.5197674418604651
Symptom,fungistatic disposition,0.5833333333333334
Symptom,latency end process boundary,0.5357142857142857
Symptom,cytotoxin disposition,0.5928571428571429
Symptom,T cell receptor complex,0.5833333333333334
Symptom,cidal agent disposition,0.5833333333333334
Symptom,zoonotic disposition,0.5981481481481481
Symptom,B cell receptor complex,0.5833333333333334
Symptom,endotoxin disposition,0.5928571428571429
Symptom,descriptive information content entity,0.5611111111111111
Symptom,invasion disposition,0.5981481481481481
Symptom,infection end temporal region,0.5333333333333333
Symptom,information content entity,0.5409090909090909
Symptom,enterotoxin disposition,0.5833333333333334
Symptom,parasiticidal disposition,0.575
Symptom,complex infection,0.6166666666666667
Symptom,communicability end temporal region,0.5452380952380953
Symptom,neurotoxin disposition,0.5879310344827586
Symptom,quality,0.5214285714285714
Symptom,reverse zoonotic disposition,0.5642857142857143
Symptom,collective disposition,0.5879310344827586
Close contact,entry into host through host barriers,0.57
Close contact,systematic infection,0.6318181818181818
Close contact,contact tracing,0.7
Close contact,incubation end process boundary,0.6318181818181818
Close contact,infectious disease course,0.6342105263157894
Close contact,latency end temporal region,0.6
