Source Class, Target Class, Score
Agent,Person,0.6318181818181818
Agent,Former,0.5409090909090909
Agent,Police_Person,0.5611111111111111
Agent,Car,0.575
ContactWithHealthWorkers,Dedicated Covid Health Centre,0.6764150943396227
ContactWithHealthWorkers,Health_Care_Professional,0.6583333333333334
ContactWithHealthWorkers,Close_Contact,0.6391891891891892
State wise statistics,Covid Care Centre (CCC),0.5863636363636363
State wise statistics,Health_Care_Professional,0.6277777777777778
State wise statistics,Limit,0.5653846153846154
State wise statistics,Public_Sector,0.5676470588235294
State wise statistics,State_Bank_of_India,0.675
State wise statistics,City,0.53
State wise statistics,Statistics,0.7725806451612902
State wise statistics,Account,0.5214285714285714
State wise statistics,Close_Contact,0.6264705882352941
State wise statistics,Security_Guard,0.5928571428571429
State wise statistics,Non_Scheduled_Banks,0.6
State wise statistics,State,0.6423076923076922
District,Limit,0.6807692307692308
District,Public_Sector,0.6404761904761905
District,State_Bank_of_India,0.5611111111111111
District,State,0.6807692307692308
District,Private_Sector,0.6318181818181818
StateWiseStatistics,State_Bank_of_India,0.6605263157894737
StateWiseStatistics,Statistics,0.7948275862068965
StateWiseStatistics,State,0.6583333333333334
COVID-19 dedicated facility,PM_Swanidhi,0.5552631578947369
COVID-19 dedicated facility,Covid Care Centre (CCC),0.69
COVID-19 dedicated facility,Dedicated Covid Health Centre,0.7
COVID-19 dedicated facility,Dedicated Covid Hospital,0.7245098039215686
COVID-19 dedicated facility,City,0.5790322580645162
COVID-19 dedicated facility,COVID-19_Diagnosis,0.7388888888888888
COVID-19 dedicated facility,Moderate_COVID-19,0.6545454545454545
COVID-19 dedicated facility,Covid-19_not_Impacted,0.7416666666666667
COVID-19 dedicated facility,Covid-19_Impacted,0.7681818181818181
COVID-19 dedicated facility,Severe_COVID-19,0.6404761904761905
COVID-19 dedicated facility,COVID-19 dedicated facility,0.95
COVID-19 dedicated facility,Exposure_to_Covid_-19,0.6166666666666667
COVID-19 dedicated facility,Car,0.5166666666666666
COVID-19 dedicated facility,Mild_COVID-19,0.65
Diagnosed With COVID-19,Covid Care Centre (CCC),0.6021739130434782
Diagnosed With COVID-19,Dedicated Covid Health Centre,0.6615384615384616
Diagnosed With COVID-19,Dedicated Covid Hospital,0.6840425531914894
Diagnosed With COVID-19,COVID-19_Diagnosis,0.6451219512195122
Diagnosed With COVID-19,Place,0.5214285714285714
Diagnosed With COVID-19,Moderate_COVID-19,0.75
Diagnosed With COVID-19,Covid-19_not_Impacted,0.6318181818181818
Diagnosed With COVID-19,Covid-19_Impacted,0.65
Diagnosed With COVID-19,Severe_COVID-19,0.7394736842105263
Diagnosed With COVID-19,COVID-19 dedicated facility,0.61
Diagnosed With COVID-19,Exposure_to_Covid_-19,0.7681818181818181
Diagnosed With COVID-19,Mild_COVID-19,0.7555555555555555
PolicePerson,Person,0.7833333333333333
PolicePerson,Police_Person,0.93
CloseContact,Close_Contact,0.93
TimeCluster,Cluster,0.8388888888888889
Moderate COVID-19,NPA,0.5
Moderate COVID-19,Covid Care Centre (CCC),0.625
Moderate COVID-19,Dedicated Covid Health Centre,0.6891304347826087
Moderate COVID-19,Health_Care_Professional,0.6207317073170732
Moderate COVID-19,Standard,0.57
Moderate COVID-19,Limit,0.5409090909090909
Moderate COVID-19,Dedicated Covid Hospital,0.7182926829268292
Moderate COVID-19,COVID-19_Diagnosis,0.6785714285714286
Moderate COVID-19,Moderate_COVID-19,0.95
Moderate COVID-19,Covid-19_not_Impacted,0.6605263157894737
Moderate COVID-19,Covid-19_Impacted,0.6852941176470588
Moderate COVID-19,Severe_COVID-19,0.825
Moderate COVID-19,COVID-19 dedicated facility,0.6545454545454545
Moderate COVID-19,Exposure_to_Covid_-19,0.7657894736842106
Moderate COVID-19,Non_Scheduled_Banks,0.5611111111111111
Moderate COVID-19,Car,0.5
Moderate COVID-19,Mild_COVID-19,0.8166666666666665
DiseaseCausedByCoronaviridae,Disease,0.65
DiseaseCausedByCoronaviridae,Infectious_Disease,0.6456521739130434
DiseaseCausedByCoronaviridae,Viral_Disease,0.6207317073170732
COVID-19 Diagnosis,Covid Care Centre (CCC),0.6451219512195122
COVID-19 Diagnosis,Dedicated Covid Health Centre,0.6202127659574468
COVID-19 Diagnosis,Limit,0.5369565217391304
COVID-19 Diagnosis,State_Bank_of_India,0.5851351351351352
COVID-19 Diagnosis,Dedicated Covid Hospital,0.6642857142857143
COVID-19 Diagnosis,COVID-19_Diagnosis,0.95
COVID-19 Diagnosis,Moderate_COVID-19,0.6785714285714286
COVID-19 Diagnosis,Covid-19_not_Impacted,0.7576923076923078
COVID-19 Diagnosis,Covid-19_Impacted,0.7642857142857143
COVID-19 Diagnosis,Severe_COVID-19,0.6924242424242425
COVID-19 Diagnosis,COVID-19 dedicated facility,0.7388888888888888
COVID-19 Diagnosis,Exposure_to_Covid_-19,0.6551282051282051
COVID-19 Diagnosis,Mild_COVID-19,0.7080645161290323
Anniversary,Anniversary,0.95
Anniversary,Car,0.5928571428571429
Disease caused by Coronaviridae,Dedicated Covid Health Centre,0.6833333333333332
Disease caused by Coronaviridae,Health_Care_Professional,0.65
Disease caused by Coronaviridae,Disease,0.6342105263157894
Disease caused by Coronaviridae,Infectious_Disease,0.6336734693877552
Disease caused by Coronaviridae,Viral_Disease,0.609090909090909
DedicatedCovidHospital,Covid Care Centre (CCC),0.5833333333333334
DedicatedCovidHospital,Dedicated Covid Health Centre,0.7833333333333333
DedicatedCovidHospital,Dedicated Covid Hospital,0.9282608695652175
DedicatedCovidHospital,COVID-19 dedicated facility,0.7153061224489795
DedicatedCovidHospital,Exposure_to_Covid_-19,0.6127906976744186
DiagnosisType,COVID-19_Diagnosis,0.7403225806451613
InfectedViaHealthcareWork,Covid Care Centre (CCC),0.6166666666666667
InfectedViaHealthcareWork,Dedicated Covid Health Centre,0.7462962962962962
InfectedViaHealthcareWork,Health_Care_Professional,0.6744897959183673
InfectedViaHealthcareWork,Car,0.5571428571428572
Dedicated Covid Health Centre (DCHC),Covid Care Centre (CCC),0.7720338983050847
Dedicated Covid Health Centre (DCHC),Dedicated Covid Health Centre,0.8961538461538461
Dedicated Covid Health Centre (DCHC),Health_Care_Professional,0.6333333333333333
Dedicated Covid Health Centre (DCHC),Person,0.5214285714285714
Dedicated Covid Health Centre (DCHC),State_Bank_of_India,0.5954545454545455
Dedicated Covid Health Centre (DCHC),Dedicated Covid Hospital,0.7666666666666666
Dedicated Covid Health Centre (DCHC),Police_Person,0.5724489795918367
Dedicated Covid Health Centre (DCHC),City,0.525
Dedicated Covid Health Centre (DCHC),Profit,0.5214285714285714
Dedicated Covid Health Centre (DCHC),COVID-19 dedicated facility,0.6722222222222223
Dedicated Covid Health Centre (DCHC),Exposure_to_Covid_-19,0.6078947368421053
Dedicated Covid Health Centre (DCHC),Non_Scheduled_Banks,0.5772727272727273
Dedicated Covid Health Centre (DCHC),State,0.5475609756097561
Dedicated Covid Health Centre (DCHC),Car,0.5269230769230769
State,Limit,0.55
State,Public_Sector,0.5611111111111111
State,State_Bank_of_India,0.6583333333333334
State,City,0.5611111111111111
State,Close_Contact,0.6722222222222223
State,State,0.95
Gathering,Cluster,0.6375
Gathering,Public_Sector,0.5409090909090909
Gathering,Gathering,0.95
Symptom,Deposit,0.5928571428571429
Symptom,Person,0.6038461538461539
Symptom,Police_Person,0.55
Symptom,Personal,0.5833333333333334
COVID-19DedicatedFacility,Covid Care Centre (CCC),0.6583333333333334
COVID-19DedicatedFacility,Dedicated Covid Health Centre,0.6907407407407408
COVID-19DedicatedFacility,Dedicated Covid Hospital,0.7153061224489795
COVID-19DedicatedFacility,COVID-19_Diagnosis,0.7290697674418604
COVID-19DedicatedFacility,Moderate_COVID-19,0.6404761904761905
COVID-19DedicatedFacility,Covid-19_not_Impacted,0.7326086956521739
COVID-19DedicatedFacility,Covid-19_Impacted,0.7595238095238095
COVID-19DedicatedFacility,Severe_COVID-19,0.65
COVID-19DedicatedFacility,COVID-19 dedicated facility,0.9307692307692308
COVID-19DedicatedFacility,Exposure_to_Covid_-19,0.6239130434782608
COVID-19DedicatedFacility,Mild_COVID-19,0.6605263157894737
Exposure to COVID-19,Covid Care Centre (CCC),0.6127906976744186
Exposure to COVID-19,Dedicated Covid Health Centre,0.6132653061224489
Exposure to COVID-19,Business,0.5214285714285714
Exposure to COVID-19,Public_Sector,0.6015151515151516
Exposure to COVID-19,State_Bank_of_India,0.6294871794871795
Exposure to COVID-19,Dedicated Covid Hospital,0.6318181818181818
Exposure to COVID-19,City,0.5333333333333333
Exposure to COVID-19,COVID-19_Diagnosis,0.6605263157894737
Exposure to COVID-19,Moderate_COVID-19,0.7743243243243243
Exposure to COVID-19,Covid-19_not_Impacted,0.6451219512195122
Exposure to COVID-19,Covid-19_Impacted,0.6662162162162162
Exposure to COVID-19,Severe_COVID-19,0.7928571428571428
Exposure to COVID-19,COVID-19 dedicated facility,0.6202127659574468
Exposure to COVID-19,Security_Guard,0.6264705882352941
Exposure to COVID-19,Exposure_to_Covid_-19,0.9378048780487805
Exposure to COVID-19,State,0.53
Exposure to COVID-19,Mild_COVID-19,0.7227272727272727
CoronavirusInfection,Coronavirus,0.8048387096774193
COVID-19Diagnosis,Covid Care Centre (CCC),0.625
COVID-19Diagnosis,Dedicated Covid Health Centre,0.6021739130434782
COVID-19Diagnosis,Dedicated Covid Hospital,0.6451219512195122
COVID-19Diagnosis,COVID-19_Diagnosis,0.9357142857142857
COVID-19Diagnosis,Moderate_COVID-19,0.6852941176470588
COVID-19Diagnosis,Covid-19_not_Impacted,0.7394736842105263
COVID-19Diagnosis,Covid-19_Impacted,0.7441176470588234
COVID-19Diagnosis,Severe_COVID-19,0.7
COVID-19Diagnosis,COVID-19 dedicated facility,0.7227272727272727
COVID-19Diagnosis,Exposure_to_Covid_-19,0.6605263157894737
COVID-19Diagnosis,Mild_COVID-19,0.7166666666666667
Woman,Person,0.6318181818181818
Woman,Police_Person,0.5611111111111111
Laboratory test finding,PM_Swanidhi,0.5970588235294118
Laboratory test finding,Cooperative_Banks,0.625
Laboratory test finding,Standard,0.5790322580645162
DistrictWiseStatistics,Statistics,0.7625
SecondaryContact,Close_Contact,0.760344827586207
SecondaryContact,SecondaryContact,0.95
InfectedNeighbor,InfectedNeighbor,0.95
InfectedSister,InfectedSister,0.95
Province,Covid Care Centre (CCC),0.6112903225806451
Province,Health_Care_Professional,0.60625
Province,Business,0.6375
Province,Public_Sector,0.6404761904761905
Province,State_Bank_of_India,0.5611111111111111
Province,City,0.5333333333333333
Province,Zone,0.7
Province,State,0.5269230769230769
Province,Car,0.5409090909090909
Province,Private_Sector,0.6318181818181818
ViralDisease,Disease,0.8184210526315789
ViralDisease,Infectious_Disease,0.7166666666666667
ViralDisease,Viral_Disease,0.93
InfectedMother,InfectedMother,0.95
SecurityGuard,Security_Guard,0.9314814814814816
MildAndVeryMildCOVID-19,Covid Care Centre (CCC),0.5804347826086956
MildAndVeryMildCOVID-19,Dedicated Covid Health Centre,0.6230769230769231
MildAndVeryMildCOVID-19,Dedicated Covid Hospital,0.6414893617021277
MildAndVeryMildCOVID-19,COVID-19_Diagnosis,0.6451219512195122
MildAndVeryMildCOVID-19,Moderate_COVID-19,0.75
MildAndVeryMildCOVID-19,Covid-19_not_Impacted,0.6318181818181818
MildAndVeryMildCOVID-19,Covid-19_Impacted,0.65
MildAndVeryMildCOVID-19,Severe_COVID-19,0.7394736842105263
MildAndVeryMildCOVID-19,COVID-19 dedicated facility,0.61
MildAndVeryMildCOVID-19,Exposure_to_Covid_-19,0.6772727272727272
MildAndVeryMildCOVID-19,Mild_COVID-19,0.7833333333333333
InfectedFather,InfectedFather,0.95
Untested for COVID-19,Covid Care Centre (CCC),0.5636363636363636
Untested for COVID-19,Dedicated Covid Health Centre,0.65
Untested for COVID-19,Dedicated Covid Hospital,0.6722222222222223
Untested for COVID-19,COVID-19_Diagnosis,0.6551282051282051
Untested for COVID-19,Moderate_COVID-19,0.7657894736842106
Untested for COVID-19,Covid-19_not_Impacted,0.6404761904761905
Untested for COVID-19,Covid-19_Impacted,0.6605263157894737
